Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
1,"Jul 11, 2017","It is obvious that a lot of reviews here for SoFi are paid reviews because they all talk about the quick speed. I applied for a personal loan which even after two weeks was still in final review. There were many things wrong with this whole process 1. Despite having a fraud alert I never received a verification call from SoFi. In fact their customer support team didn't even know what was a fraud alert. They kept insisting that Experian needs to verify my information and not them. 2. For ten days after the three day period was over I kept hearing the same status that the application was in final review. Even up to this point I had received no call for the verification 3. One of their managers Josh Johnson gave me personal assurance that the loan will be processed by it's 11th day and he will follow up personally. On the 12, 13 and 14 days of my calls, he was nowhere to be found. According to the agents he had left for home at 12 pm central time. 4. The entire application was ridiculously slow and I chose to withdraw it which was with drama again. Upon requesting to talk to a manager before withdrawing the application I was rather transferred after the rep withdrew the application. The manager said they could not remove the credit inquiry though they had never honored the fraud application or their terms. Plus he said that for the fault of their own rep I had to start the application again. Well no thank you. In this same time we had a mortgage application put in a day after the application for the loan. It was close to a million dollars versus the 35k requested here and it was approved before this one was. Just to share a reference of how SoFi is NOT what they claim to be. Oh and quite amazingly when the manager who called me with a disclaimer that the call will be recorded for monitoring was fazed and said he didn't give consent to the fact that the call was being recorded on my phone. So stay away from these guys. I am sure I would have faced more problems with the loan itself. They seem like frauds and might very well be so. Go with folks more reliable than these guys. Don't waste your time with them.",Pathetic unreliable serbice,2,1
4,"Jun 20, 2017","Sofi are legit. Upfront. No fees, no charges. All onine application, quick turn around (a few of days from application to money in the account).",Personal Loans,10,2
1,"Jun 01, 2017","I was attracted by the low rates and lofty promises of this company.. I provided all my income documents the day after they requested them , and I was told to wait a few days. Nearly 3 weeks later, I called the complain about the length of time it was taking to approve the deal. They approved it, and raised my rate from 5.5% to 12.49%, claiming my deal was risky. I have a 790 credit score. I have a job and own 2 apartment buildings and have no debts on my credit report, as the buildings are listed under corporations. Therefore, my debt to income ratio is 0. I'm not sure how they can tell me I'm a risk. I can only assume that this is what they do to all clients. They rope them in with the teaser rates and then make up excuses on why they need to raise the actual interest rate.",Terrible.,7,1
1,"May 26, 2017","Scheduled to close May 31st, almost 60 days after purchase agreement signed and loan pre-approved. Assured numerous times we could close early. It is now May 26th and they cannot even provide a date when we can close due to issues with internal review and approval. You cannot trust them - they are not reliable. Don't be fooled by low rate, Find someone who can actually complete the transaction in a timely manner.",Second Home Loan (Condo),4,0
1,"May 26, 2017","SoFi assured me numerous times we would be able to close on or before May 31st, almost 60 days after Purchase Agreement was signed and loan was pre-approved. They failed to make the promised date. It is now May 26th and they cannot even provide a date when then will have their internal paperwork and approval completed. They cannnot be relied upon - their word is worthless.",Loan for Second Home (Condo),0,0
1,"May 24, 2017","I have a credit score of more than 800, ( but of course SoFi affected that) I have never been denied credit, only using 7% of my available credit and yet their under writers could not verify my income....REALLY! I was only getting a small loan to pay off a credit card because the interest was lower, This company is ridiculous!! I did go elsewhere and was approved!",Horrible,0,0
1,"May 21, 2017",They took all my information and in the end no reason at all why my application got denied!! WASTE OF TIME...,Very bad experience!,1,0
5,"May 04, 2017","Applied online, on my my phone! Filled the application, uploaded ID document by taking a picture with my phone and uploading. Got a pre-approval! A customer service rep called me within 15 minutes to ask for address verification (I moved so the address was different). I took a screenshot of my cable bill with my current address and uploaded. The CS rep stayed on the phone with me while I did this. And Viola! About 15 minutes later, she calls me back to say I am officially approved. Documents were e-signed (this i did on the computer. I dont know if you can do this on your phone, but i would not be surprised if you could!) and the $ was in my account by the next morning. Wow! I am getting all my loans through them for my future investments.",Easiest approval process ever. Ever.,10,1
5,"May 04, 2017","Applied online, on my my phone! Filled the application, uploaded ID document by taking a picture with my phone and uploading. Got a pre-approval! A customer service rep called me within 15 minutes to ask for address verification (I moved so the address was different). I took a screenshot of my cable bill with my current address and uploaded. The CS rep stayed on the phone with me while I did this. And Viola! About 15 minutes later, she calls me back to say I am officially approved. Documents were e-signed (this i did on the computer. I dont know if you can do this on your phone, but i would not be surprised if you could!) and the $ was in my account by the next morning. Wow! I am getting all my loans through them for my future investments.",Easiest approval process ever. Ever.,0,0
5,"May 01, 2017","My wife and I used Sofi to consolidate our credit cards debt and wedding expenses. Needless to say, Sofi is great. They offer additional resources and benefits that no other lending institution would offer. The payment plans are manageable and the interest rate was lower than our credit cards. I highly reccomend Sofi to build up your credit and pay down your debt.","Easy, convenient and very helpful!",10,1
1,"Apr 28, 2017","Sofi didn't pay off my entire student loan balance leaving me with over $1,200 to pay outside of my new refinanced loan with Sofi. They claimed they based the payoff amount on the statement I provided, however the statement I provided clearly stated the outstanding balance and outstanding accrued interest balance. They shorted the loan and gave me unsatisfactory options to correct the issue. I would caution anyone trying to refinance their student loans through Sofi.",Very Poor Experience with Sofi,23,5
1,"Apr 11, 2017","applied for a $1500 personal laon, 720 credit score 1000k monthly expenses 60k a year never had a late payment 30% credit balance, still not approved.",720 credit still not approved,0,0
5,"Apr 06, 2017","Applied for loan late Wednesday afternoon, had loan approved and funded on Thursday. The process couldn't have gone any smoother, and I'm truly appreciative, not only of SoFi's speed and ease of process, but also got a decent rate (~10%) on a 7 year personal loan! FYI-credit score was 728 Experian FICO 08, with annual income of $330K.",$70K Personal approved/funded in two day,8,1
2,"Apr 01, 2017","I wanted to wait a couple of months before I gave a review. It's been 2 months and I wish I hadn't taken out this loan. My credit history is pristine. No missed payments, very low credit usage... Well over 720 score. After being approved, we sent over our documents as requested. We had send multiple forms of income verification which seemed redundant considering many of the forms were the same. I had to send my identification multiple times because of claims that it couldn't be viewed. Just to see if they were ""full of time after the third time, I sent the exact same passport picture as the first time. It was accepted. Annoyed. They advertised low rates. After I completed the application and they ran my credit (an inquiry), they assesed an apr of 11%. ??? Seriously? When asked why, they said that it was because I didn't have a college degree. Hhhmmm... My income is substantial, I'm a navy veteran, I've never missed a payment on anything my entire life. Awful judgement call. Really should have backed out then but I was concerned about there being a credit pull and no account. I figured it may look like a denial if I didn't take it. I proceeded - against my wife's advice. Oh, I didn't mention that I had called customer three times by now and two of the three times were painful. The representatives seemed so unknowing and unaware of the product and the terms. I literally gave up asking questions after the last call. Finally, what prompted me to write this review. So because I wqnt to get them ""out of my hair"" ASAP, I decided to pay them off 5 times quicker. Loan amount $9k, 7 year term. After 2 months, I've brought the balance to $5k. I look at my report and it's still reporting close to $9k balance. Now, If I had paid $4k in one shot I may not be aggravated. I would assume that maybe I paid the lump sum after closing and my payment hasn't caught up to the reporting. However, I intentionally didn't do it that way. I maid multiple payments weeks before I knew the balance would be reported and still... The nasty icing on this awful cake is, when I contacted customer service by email to request that the balance is updated with the major credit bureaus, they responded that ""Thank you for your email, we need you to contact Experian with your dispute. We don???t have control over the credit report..."". Seriously!?! All 3 got it wrong?! If you are a stickler about your credit and don't like foolishness, YOU SHOULD STAY AWAY. We intend to be done with them very shortly.",We made a bad choice.,73,9
1,"Mar 01, 2017","I browsed through credit karma and was suggested a 5.5% APR through SoFi . Upon applying the rate offered was 8.87%. I know that there are differences between the two rates but this was world apart. So, I withdrew my application.",Rate offered was double of proposed rate,2,0
5,"Feb 25, 2017","They told me what interest rate I would qualify for (great rate) right away. So, I modeled a few loan amounts on their web page (very easy) and I chose the right one for me. The application process was by far the quickest and simplest I have ever experienced. Love dealing with real people on the phone. Big fan of this company! They really helps me get my finances together.",Debt consolidation loan,0,0
5,"Feb 16, 2017","I applied and qualified for a personal loan with SoFi. Got an amazing rate!!!! There loan applciation process can us a little tweaking, nothing terrible. However, what the application process lacks, the customer serivce make up for it a 1000000pct. Don't hesiate to call an ask them how the procress is going...",Shocked on the greatcustomer service!!!!,4,0
5,"Feb 16, 2017","I received a pre-approved loan amt from prosper and decided to look around. Between prosper and lending club, S0FI had the lowest APR and the application processes was quik ad easy. Funds was sent to my account within 3 business days.",Easy and Timely,0,0
5,"Feb 15, 2017","Fast and transparent process, most lenders turned me down for minor 10k and 20k loans but sofi approved me for 50k!",Fast and easy,0,0
5,"Feb 11, 2017","I aplied to SoFi for a personal loan to pay off higher-interest credit card debt. In my case, I received in the mail an invitation to apply for a loan. In the past I had gotten such an offer in the mail and I thought about it but did not apply. This time I thought I might as well find out what interest rate I might get. You can go to their website and get an estimate of the interest rate on a proposed loan (they do a soft pull for this). The interest rate of the actual loan was right in line with their estimate. I found the online application process to be easy - it is really pretty straight forward. I cannot speak about how the process is for student loans or other things, but the process for a personal loan was simple and efficient. I was approved and funded in just several days. At the end of the process they will give you a phone call and ask you to verify some information. Before the phone call, they will send you an e-mail just saying they will call you from a certain phone number - that way you know that the phone call is legitimate. My credit score is 728 and the interest rate was about in the middle range of what I expected and the loan was for rather more than $10,000. I kind of thought the loan process would be intimidating like an interrogation (I had a bad experience unrelated to this several years ago when I applied for a loan at a credit union). But applying for a loan with SoFi was easy and not intimidating. Of course, they do look at various factors like your credit score, employment, income and education.",Easy to apply and quick approval,0,0
4,"Feb 07, 2017","From loan application to funding, the process was smooth and completely online. Necessary documents were uploaded to the company's secure site. Paperwork was reviewed very quickly after submitting and when specific information was needed, a customer service representative called. The only issue I incurred during the process was becuase I had a fraud alert placed on my credit report. Because it is 100% online, I ad to have the fraud alert removed. Initially, it looked like I would have to write and mail a letter to the credit bureau. Furthermore, when I called SoFi to ask for adivce in proceeding, they told me that it was entirely up to me to figure it out. I assumed that they had previous customers that went through the same issue, but the customer service representative refused to provide any assistance in the matter. I called the credit bureau and spoke with a customer service representative there and found that I could do it telephonically.",completed electronically and remotely.,5,0
5,"Feb 03, 2017","Took just a few days from applying for a personal loan to money in my account. Good rate, Great costomer service!!!. I called them and within 20 seconds I was talking to a live person. They were so nice and helpful. I wish they could be my bank for everything.",Way better than dealing with my bank!!,6,0
4,"Feb 03, 2017","all it claimed to be, great!!",sweet easy fast,2,0
5,"Feb 03, 2017","SOFI is easy to apply, easy to work with, much easier than a bank! Try it.",Personal loan,3,0
5,"Jan 31, 2017",Almost everything was automated and done online saving time and effort.,"Modern, computerized lending",0,0
1,"Jan 25, 2017","In short, apply loan for husband who has higher credit score and a house under his name but surprised... denied. delinguent reason and short length credit own, seriously ???? 3 of cards been own longer than 5 years and only 2 is new with small balance and NEVER delinguent. Go with BestEgg, a bit higher interest but no BS. Money arrived in less than 2 days, decision approved during the application. Husband also had lending club before and even though process took 5 days for the money to arrived still one of the good lender to use. Would not recommend Sofi to anyone",Worst I have encounter,0,0
1,"Jan 24, 2017","I applied with this company and was declined due to ""low debt to income ratio"". My husabnd and I make a combined income of well into the six figures and I pay an additional $500.00 a month to my student loans. I simply wanted to refi to lower my interest rate and was declined, even though they confirmed we have excellent credit scores. We have no bills other than a car payment and my student loans and have a lot of disposable income. The woman I chatted with about the decline couldn't get her story straight and the entire process was just a mess. I have student loans from law school, so this is no small amount, but if SoFi doesn't want my business, I will be happy to find another company that does. I have never before in my life (not even once) been declined for a loan or credit card and this was the first. This company clearly has no idea what they're doing or what good business sense is.",Horrible loan company,0,0
5,"Jan 22, 2017","I applied for a loan and it took less than two weeks to fund. Everyone with whom I spoke was kind and professional. They really put me in a great position financially. I do recommend Sofi. If one does apply, I encourage checking your application status daily. They may need additional documentation and if on top of things, process will move quicker. Approved on a Wednesday and money in bank on a Thursday. Thank you Sofi!",Great Service,2,1
1,"Jan 22, 2017","Was given my terms, then declined....all in the same day!! Waste of time.","Applied, accepted...then declined?",0,0
1,"Jan 22, 2017","Used another site that stated I was approved through SoFi...clicked on details, had to fill out the information again...then told I was declined...all in the same day with no explaination.. Waste of time.","Said I was approved, then declined?",0,0
2,"Jan 18, 2017","I applied for the loan and was requested to upload ssn, annual pay stub for two years, etc, etc. While the process was happening I never go notified they needed all the document. Since I was curious, I had to login every day and check if any document is required or not. All these process happen within 2 business days. Thats the first experience. My credit score is very good but I heard from their customer service representative (who happen to be very prompt in pickin the phone everytime), but cannot tell you anything about your applicaation if it is in review (understood). They approved the loan in 5 business days, however the first thing after approval notification is the screen where you have to validate your financial tracks based on multiple questions from Equifax report. If you do 1 mistake then god help you (if you aren't atheist). I did 1 mistake, hence the account go locked up and process again went to review. On calling customer support, I come to know it is locked for 72 hours (I assumed business hours for my own sake). After 168 hours, when I see the account is still locked for review, I gave up and start reading reviews again. Well, look what I found. There are people (Thanks to Credit Karma) who wrote bad reviews about Sofi (they happen to be less in number) were denied whenever the process is late. Well, I think I can manage my debt consolidation from other banks with my score. However, I dont want to wait and get rejected. Hence I called the Sofi and requested to stop my process. That's when the customer support said to me ""GOOD THINGS COMES WITH TIME""! I said, ""EVERY THING HAPPENS FOR GOOD"", and requested to close my application. I dont care it is approved or not. It is my finance and I will manage my way.",Good things comes with time! by SoFi,0,0
5,"Jan 07, 2017","I considered using Lending Club, Prosper and SoFI. I like the peer to peer concept of Lending Club and Prosper, but not enough to pay additional fees they add on. With SoFi, I entered my request in their system, uploaded two documents (paystub and driver's license) and within 48 hours I had loan docs in my email to sign electronically. The rates were extremely competitive - lower than my lowest rate cc. SoFI seems to foster a community with events and other non-traditional things. I doubt I will do any of those things, but for ease of use, value and customer service, I don't think they can be beat.",Credit Card Consolidation Loan,4,0
1,"Dec 30, 2016","I found this by searching best loans and radio Ads. I applied, submitted documents easy enough. then came the process of additional documents- easy enough. However they asked for year to date earnings- as a 1099 I am unable to privide year to date earning on a paystub. Independently employed- there is no paystub. I scanned checks and multiple checking accounts allowing them to see the cash flow, and checks deposited over the year. I aslo offered past tax returns. They contually asked for pay stubs from the current year, anyone with half a brain knows that a 1099 employee does not have this and will not recieve until the end of year. again my past pears YTD earnings I provided for previous years. They also said they'd escalate and give me a call, they said this 5 times to me, I never recieved a call. EVER. I called back over and over and was told the same thing over and over. Never was called and seems the braintrust at sofi was unable to handle what makes up over a 1/3 of population of the USA. total time wasted before withdrawing my loan - 3 1/2 weeks, lied to five differnet occasions. I have since gone into a bank and recieved a personal loan immediately at a competitive rate. DO NOT WASTE YOUR TIME WITH SoFi!!!!!","Awful, liars, disgraceful, time wasted.",2,0
5,"Dec 29, 2016","I first applied with Earnest. They requested access to multiple financial sites I have accounts with (I know, they're ""unique"" and ""different"", but come on!) along with many other document requests, only to be told I was denied over a week later (two business days and you'll know by rear end). I then decided to try SoFi. WHAT A DIFFERENCE! They are also unique in that they consider factors other than credit. They did look at my credit score, but they also took the fact I have a degree, a 401K account, and my reputable employer into consideration. Quite honestly, this was a no-BS experience that lead me to having money in my checking account within 48 hours of applying. I even had a representative call me to say welcome and ask me if I have any questions. Lovely experience.","Simple, Genuine Service, Unique Model.",7,1
5,"Dec 20, 2016","On a whim, I decided to it would be a good time to wipe out all of my revolving debt and consolidate it under one note and a at a significantly better interest rate. SoFi allowed me to do just that, absolutely pain free. On Thursday evening, December 15th I decided to fillout the application online as it said I was preapproved for 50K at a very nice interest rate. All they asked me to upload was a recent paystub as well as a copy of my passport into their online portal. Friday the 16th I received a call from SoFi inquiring on my paystub, looking for clarity on a couple items (I have a complex compensation structure). Sunday the 18th I received an email that someone would be reaching out to me to discuss the disclosure. So I logged into the portal and the application and term sheet was there and ready for me to docusign if I agreed to the terms. I reviewed, and accepted. Monday the 19th I called into customer service to validate that they had everything they needed and they congratulated me being approved, and the funds should be in my account in 2-3 business days. On Tuesday morning the 20th, the 50K was in my checking account. So there you have it, from the original inquiry to the dispersement of funds, 2 full business days. What's not to love?",Outstanding lender,7,1
1,"Dec 17, 2016","I did a their pre-qualification online and was denied. What a load a crap. I have decent credit but I guess they said ""people with good credit may not be approved under their programs"". Dont waste your time!",Decent Credit and was denied,1,0
1,"Dec 16, 2016","I was attempting to consolidate 2 personal loans that I have for a lower payment. I am totally able to pay the current payments without a hardship but who doesn't want a lower payment and better interest rate? I used their ""prequalification"" tool and it said that I was prequalified on Dec. 10th. I uploaded all of my documents and waited. This morning (Decc 16th), I received a denial email. They pulled my Experian score which was 701 (it was updated this week to 709) plus I earn SIX figures! If that is not enough for a company then I don't need them. Definitely won't be applying for anything else with them SMH",Waste of TIME and a HARD PULL,1,0
5,"Dec 08, 2016",Applied for 100k personal loan on Sat. Signed edocs Tuesday and had the funds the following Monday! Could not be more happy!! Great rate!,Amazing!,0,0
5,"Dec 07, 2016",Sofi is a good company and their website is easy to use. Their Loan saved my wife and I thousands of dollars.,Great!,0,0
2,"Nov 22, 2016",I applied and was approved but the sign the papers function online never worked. The people at SoFi couldn't figure it out either over a period of two weeks. So they sent a letter denying the application and the reason they put down (Serious Deliquency) has never happened nor has ever been reported on my credit report. All 5 credit cards and two auto loans have always been paid on time along with 2 student loans. When asked about this they came back with another reason that revolving credit limits were too high and amount owed was more than 30% on each card. Well DUH! That is why I applied for a loan and that is what I claimed the loan was for on the credit application. I ended up going the same day to my credit union and getting a personal loan for the same reason at a 2% savings on interest. The same day! Not 2 weeks later and from some accounts I have read waiting another 30 days for the funds to be deposited into your account. I honestly would steer away from SoFi if looking for a loan. The way they run things may be easy for some but when you have a problem they cannot figure out like signing the loan documents online they will just write it up as denied and make up a reason. Even if that reason is not true. If this happens to you like it did me do like I just did. File a complaint with the FTC.,,29,5
2,"Nov 22, 2016",I applied and was approved but the sign the papers function online never worked. The people at SoFi couldn't figure it out either over a period of two weeks. So they sent a letter denying the application and the reason they put down (Serious Deliquency) has never happened nor has ever been reported on my credit report. All 5 credit cards and two auto loans have always been paid on time along with 2 student loans. When asked about this they came back with another reason that revolving credit limits were too high and amount owed was more than 30% on each card. Well DUH! That is why I applied for a loan and that is what I claimed the loan was for on the credit application. I ended up going the same day to my credit union and getting a personal loan for the same reason at a 2% savings on interest. The same day! Not 2 weeks later and from some accounts I have read waiting another 30 days for the funds to be deposited into your account. I honestly would steer away from SoFi if looking for a loan. The way they run things may be easy for some but when you have a problem they cannot figure out like signing the loan documents online they will just write it up as denied and make up a reason. Even if that reason is not true. If this happens to you like it did me do like I just did. File a complaint with the FTC.,Strange process for a loan,0,0
5,"Nov 09, 2016",The process was easy for this Personal Loan and is helping me get my finances in order after a painful divorce.,Helped to Get My Finances In Order,1,1
5,"Nov 04, 2016",The the process was easy and quick. The interest rate was good and there was no fees attached to the loan. the customer service experience was great. The entire loan process including the application was approved and funded within 7 days. That was an awesome experience.,I took out a personal loan.,0,0
5,"Nov 02, 2016",I apply for personal loan for pay some major renovation for my home. the application took less than week!!!! and I got my money in my account. Once you provided them with required documents they processed your application super fast and give you excellent rates. I highly recommend Sofi Loan to my friends and familiy members...THANK YOU SOFI FOR YOUR SERVICE AND LOAN.,Super fast and Excellent rate :),0,0
5,"Nov 02, 2016","I chose SoFi for a personal loan after refinancing my student loans through Sofi 2 years ago. A loan from SoFi enables you to take control of your finances. My personal loan consolidated credt card debts so that I can project a debt-free future in 3 years. You are offered rates that compare favorably to other institutions, and most often the rates beat everyone else. Just as importantly, SoFi has customer support ready online or by phone. This includes throughout the application process. You never feel left alone. SoFi is the way to go for refinancing other debts and preparing for your future right now.",Personal Loan,1,0
5,"Nov 02, 2016","This was a huge deal for me, I had been trying to consolidate my debt to get it paid for once and for all. 8 cards all above 20% even with paying extra could never seem to gain any real ground. All other attempts to get a loan were a joke, getting approved at 33% which I said NO WAY to. Then SoFi came along, and I reluctantly applied expecting to get a huge rate if I could get approved. My credit was not super bad mid 600's but not great either and all due to my balances having nothing to do with my pay history (which was never late). A few years back the banks cut my limits in half, killing my limit to balance ratios and impacting my score big time by 100 points. Then the new scoring system came out and my score went down another 30 points or so. Have been struggling since then to pay down and off as many cards as I could to get my score back. It was tough but I did get rid of some of the cards, now this loan is helping me kill the rest in 3 years, saving me over $400 per month compared to the same plan to kill my cards in 4 years on my own. Plus the APR is less than half what I paid on the cards. The cards are toast, all shredded except my American Express. I did not close them, just will not use them. Closing them makes my score go down. SoFi was huge for me, I feel like the monkey is getting off my back FINALLY. I highly recommend checking them out if you need something similar. Your rate my be better than mine or worse, but I'll bet it is way better than other similar loans and much better than your credit card rates.",Debt free in 36 months or less!,4,0
5,"Nov 02, 2016","The process was smooth and simple and the rates were also far better than any other lender I reviewed. I took out a loan to consilidate some debt and not only does SoFi offer you the loan, but also tools to help you excel so you can stay on track to achieve them. This was something I was caught off guard with. Couldn't be more satisfied.",SoFi is in a league of its own.,0,0
5,"Nov 02, 2016",The rates are very good and the process was so easy. I applied up loaded the needed information and within 7 business days I was approved and funded. Paid off another personal loan at 11.75 and some credit cards . Now I am saving about 350 a month!,Easy to apply,0,0
5,"Nov 01, 2016","If you are considering a personal loan and have been through the wringer with banks and financial institutions, you have come to the right place if you start with SoFi! Peronal loans were never an easy thing to try to do without some rock hard collateral, but with SoFi you are treated like more than a number, not drilled for information you barely remember yourself and not asked to put up your first born as collateral! I applied to several other ""personl loan"" companies out there, and SoFi had at least a 5% lower rate! Save yourself time and aggravation and start and end with SoFi, funded by your neighbors and peers.",Easy and stress free,1,0
5,"Oct 29, 2016","I applied on a Thursday and had the monies in the bank by Tuesday. The online process was user friendly, simple and convenient. The communication from SoFi was concise and to the point. My current debt to income ratio was high, but I have a solid career and credit score in the mid 700's and was approved for 16k with a solid interest rate that allowed me to consolidate my payments and save money.",Consolidation loan,0,0
5,"Oct 29, 2016","Easy, quick and rates better than the banks",Personal loan,0,0
5,"Oct 27, 2016","Put in a request on LendingTree for a personal loan, only option that came up was Citi Financial...ugghhh. Decided on a whim to try Sofi (I have a great student loan refi through them that saved my bacon before) for $5,000. I have pretty high debt to income, but long time on job and very good salary with bonuses. FICO score 650-670. Applied on Tuesday 10/25 had money in account on Thursday 10/27. This was way faster, cheaper and easier than my previous 3 LendingClub loans with no origination fee. Very pleased! The only gripe is that there are no email notifications of things you need to do along the way. If you want to keep things moving you need to login and check the status often. In my case it went like this: 1)Got my initial pre-approval and rate. 2)Uploaded ID and last pay stub. 3)Checked back next day and noticed they wanted last 2 years end of year pay stubs to verify bonuses. 4)Almost instantly after I uploaded those, the loan docs were ready to sign!! (if you get to this point your loan is solid) 5)Couple hours later I got the call to verify my info. 6)Couple hours later received text that loan was funded. 7)Next morning money in account! Key here is to not wait for feedback from them, login and check the status frequently. Overall for me, SOFI is ace!","Good rate, easy application, fast funds.",2,0
5,"Oct 26, 2016",It was very quick for me was 3 business days between applying and having the loan funded to my account.,Very Quick!,0,0
5,"Oct 26, 2016",The entire process was quick and painless. The rates are the lowest I've seen. I was debating about applying for a personal loan. Once I applied and reviewed the rates and terms it was a no-brainer. How could anyone pass this up?,Simplicity and Professionalism!,0,0
5,"Oct 25, 2016","The process was quick and painless. The rates are the best I've seen. From start to finish 48hrs, money in your account.",Simplicity and Professionalism.,0,0
5,"Oct 25, 2016",Best rate available and easy online servicing.,Great Personal Loan with Great Rate,0,0
5,"Oct 24, 2016","SoFi made the loan approval process easy and made me feel like I was appreciated. I did have to provide a lot of documentation, but for the loan I took out, I completely understand why they require it. Once I supplied all the necessary documentation, the process moved along pretty quickly. From the time I applied, to when my loan was approved and funded was only 4 business days. It was funded on a Friday, and the money was in my account on Monday morning. I couldn't have asked for much more, and everyone one I dealt with at SoFi was pleasant and knowledgeable.",Personal Loan for Debt Consolidation,0,0
5,"Oct 23, 2016","Was pretty easy to get a quote. Then going through with the loan process had a quick turnaround getting the cash deposited into my account. Also went to one of their comunity events at a local restaruant. Food and drinks were on them, just had to RSVP and after the event the refunded the deposit. I'd consider going back to SoFi for future loans.",Quick Turnaround With Solid Service,0,1
5,"Oct 20, 2016","I applied for a personal loan to consolidate credit card debt and it took 4 business days from applying to be funded (money was in my bank this morning)! I am sure this has to do with income, credit, payment history so each person will have a different experience. I am going to save thousands and this process was so simple with no stress or lots of phone calls and delays and paperwork requirements.",Personal Consolidation Loan - FAST!,1,0
5,"Oct 19, 2016","The application process was quick and painless and they distributed funds within one week. There were no ""bait and switch"" tactics. The rates and payment terms displayed before they pulled my credit report matched everything after. There were no hidden fees and no other garbage tactics.",Smooth and fast application process,1,0
5,"Oct 18, 2016",I was extremely impressed by how easy it was to apply online for a SOFI loan. SOFI offered a very competitive interest rate - without any hidden fees (including loan origination fees).,"Easy, Expedient, Exceptional!",1,0
5,"Oct 18, 2016","They made the process so easy and were quick. Not only are they saving us a ton of money, we had the funds within 1 1/2 from submitting our initial app. So much easier dealing with them than our local bank!",Excellent and Fast!,1,0
5,"Oct 18, 2016",Great rate and smooth transaction and got the loan less than a week. Highly recommended!,Great loan and easy to apply,1,0
5,"Oct 15, 2016","The process to check for rates and preapproval is quick and straightforward, only took a few minutes with basic info. After getting preapproved it was just a matter of providing copies of paperwork for proof of initial questions. Once all documents were reviewed the loan was approved and funds are being sent! Completed all in one day! Their customer service representative was very friendly and helpful. I would highly recommend SoFi for anyone's financial needs!",Straightforward easy personal loan,0,1
5,"Oct 13, 2016",Was a very easy process. Was able to apply and submit documents ask from my android phone.,,0,0
5,"Oct 13, 2016",Great Rates! Sofi gave me a loan when no one else would.,Awesome,0,0
5,"Oct 12, 2016",The days of traditional bank loans are over! I was very skeptical at first about online loan services but after the process I am convinced that this is the way to go. The interest rates are fair and I'm a happy customer. Would definitely recommend SoFi to anyone and I see myself as a returning customer!,Personal Loan,0,0
5,"Oct 11, 2016",The process was smooth and painless. The rates were very good better than other I had tried.,Excellent rates. Very smooth process.,0,0
2,"Oct 11, 2016","Took about a week from application to rejection. Rejection is email with a note to ""call"" for reason. On the website, rejection is a PDF letter like you'd get in the mail, but missing any reason like most banks would provide, and again saying to call. Emailed customer support to check for a reason, saying it was unreasonable to expect sitting on the phone for an otherwise entirely online process. Got a response (3 days later) listing the generic reasons for possible rejection. No specifics other than the credit agency used. While the application process is easy, the company is unnecessarily opaque. They expect the lender to expose everything, yet won't even provide a basic reason for their decision? What do they have to lose by saying ""here's our expected FICO score threshold. here's the two reasons""? I expect casual disregard for the consumer from old-line banks. From a relatively young entity that only IPOed in the last two years, it's inexcusable. Don't make this place your first choice.","easy application, generic rejection",0,0
5,"Oct 08, 2016",SoFi is by far the best source for Loans that I have ever been associated with personally!,Personal Loans for myself and my wife.,0,0
5,"Oct 05, 2016","My husband and I were having a very hard time making ends meet due to the high interest credit card debt we had aquired, even though we both make decent money. We were stuck. Enter SoFi. We got a great rate at a monthly payment that saves us close to $1000 per month. The process of application to funding of our loan was about 1 week. We know that being debt-free means seriously slimming our budget and living within our means, but with SoFi's help, we are on our way to being financially healthy.",On our way to financial freedom,0,0
5,"Oct 03, 2016",The process was painless and I was funded in 3 days after I submitted all of the necessary documents.,Convenient,0,0
1,"Sep 29, 2016","I applied for a personal loan on-line. Was pre-approved instantly and they make it look as if they're lightning quick. On the next screen you upload documents needed and then they sit in ""review status"" for days and days. Still sitting, so I called and am told ""it's normal"". I don't think anyone has looked at my stuff yet. So, I took my 800 credit score and six figure salary and went down to the bank. I walked out with a $20k loan and still haven't heard anything from Sofi. Which I'll decline if they ever get around to approving me. I'm convinced the overwhelming majority of the 5 star reviews are fake. If you look, they're all anonymous where as the 1 star reviews are actual people sharing their expeerience, not anonymously.",Misleading - Takes forever to get done,4,0
1,"Sep 26, 2016","I applied based on mail offer. They took 5 days and asked 2 more documents , Then I submitted those and got reply as Unfortunately blah blah for 746 score. Do not waste your time","DO NOT BELIEVE MAIL OFFER , STAY AWAY",3,1
5,"Sep 24, 2016","I admit I was skeptical at first, but this was the easiest, most straiight forward experience I have had with any financial lending institution. The process from application to funds disbursement was quick & simple. I would definately consider SoFi first for any future financail needs, as they were able to help us with some much needed home improvements, when others would not.",Quick & Easy,0,0
